dp_secondary_id,primary_care_service_area_pcsa_label,primary_care_service_area_id,state_abbreviation,total_primary_care_providers_pcps,non_institutionalized_population,ratio_of_non_institutionalized_population_to_total_number_of_primary_care_providers,percent_of_pcsa_in_rural_area,population_age_0_14_years,population_age_15_64_years,population_age_65_years_or_greater,percent_of_population_age_0_14_years,percent_of_population_age_15_64_years,percent_of_population_age_65_years_or_greater,population_male,population_female,percent_of_population_male,percent_of_population_female,percent_of_population_black,percent_of_population_hispanic,percent_of_population_non_black,percent_of_population_non_hispanic,percent_of_population_non_white,percent_of_population_white,number_of_women_of_childbearing_age,population_american_indian_and_alaska_native_alone,population_asian_alone,population_native_hawaiian_and_other_pacific_islander_alone,families_for_whom_poverty_status_was_determined,families_with_income_below_1_00_times_the_u_s_federal_poverty_level_percent_of_total_by_primary_care_service_area,percent_of_population_with_known_income_below_1_00_times_the_u_s_poverty_guidelines_by_primary_care_service_area,percent_of_population_with_known_income_below_2_00_times_the_u_s_poverty_guidelines_by_primary_care_service_area,population_density,rural_population,total_population,preference_index,localization_index,number_of_primary_care_physicians,number_of_primary_care_physicians_1,non_federal,number_of_specialist_physicians,non_federal_1,number_of_ob_gyn_physicians,non_federal_2,number_of_primary_care_physician_assistants,number_of_gp_im_pediatric_physician_assistants,number_of_ob_gyn_physician_assistants,number_of_physician_assistants_with_specialty_as_geriatrics_or_unknown,number_of_dentists,non_federal_3,full_time_practice,number_of_dentists_1,non_federal_4,part_time_practice,primary_care_fte_physicians_for_mua_or_hpsa_purposes,crude_rate_primary_care_physicians,clinically_active,population_per_clinically_active_primary_care_physician,number_of_federally_qualified_health_center_look_alikes_located_in_pcsa,number_of_federally_qualified_health_centers_located_in_pcsa,number_of_tribal_run_sites_located_in_pcsa,number_of_indian_health_service_sites_located_in_pcsa,number_of_rural_health_clinics_located_in_pcsa,x64
06097150204,CA00_SONOMA,06097150204,CA,38,39204,"1,032:1",99.7,6686,26060,7862,5.73,64.17,19.36,19683,20925,48.47,51.53,0.58,26.05,99.42,73.95,18.66,81.34,6227,268,864,92,9825,625,11.17,27.91,278.6502,7151,40608,0.7731,0.7829,38,37,36,3,0,0,0,0,24,5,41.3,93.5776,1068.6316,0,3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
06099003202,CA00_PATTERSON,06099003202,CA,8,26258,"3,282:1",99.5,7068,17252,1819,9.5,66,6.96,13306,12833,50.9,49.1,5.49,58.72,94.51,41.28,48.54,51.46,5608,267,1204,307,5914,515,13.61,38.08,102.0044,5358,26139,0.5695,0.5764,4,4,3,0,4,2,0,2,5,1,5.5,15.3028,6534.75,0,3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
06111001900,CA00_VENTURA,06111001900,CA,169,141677,838:1,0,29368,100117,16987,6.92,68.35,11.6,72759,73713,49.67,50.33,1.77,42.41,98.23,57.59,30.66,69.34,30135,1982,6649,303,33770,2643,10.85,27.56,1100.1917,2674,146472,0.7469,0.7532,157,155,246,23,12,7,0,5,96,24,196,107.1877,932.9427,0,13,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
06111005910,CA00_NEWBURY PARK,06111005910,CA,126,129792,"1,030:1",0,25513,89481,18155,7.51,67.2,13.64,65304,67845,49.05,50.95,1.29,16.65,98.71,83.35,19.71,80.29,24188,535,11718,150,34693,1215,5.08,13.54,1218.5464,1885,133149,0.5906,0.5715,118,112,215,15,8,6,0,2,103,31,133.6,88.6225,1128.3814,0,3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
06111008500,CA00_SIMI VALLEY,06111008500,CA,90,158884,"1,765:1",0,33413,113121,16149,7.56,69.53,9.93,80160,82523,49.27,50.73,1.43,24.98,98.57,75.02,24.52,75.48,33342,1039,14023,230,40568,1552,5.2,15.23,1239.1534,3519,162683,0.6201,0.6627,75,75,100,11,15,10,0,5,78,18,92.8,46.1019,2169.1067,0,5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
06037301801,CA03_GLENDALE,06037301801,CA,167,116268,696:1,0,15747,80685,18883,4.72,69.97,16.38,54552,60763,47.31,52.69,1.71,15.14,98.29,84.86,26.64,73.36,25218,310,16545,70,28505,2990,12.55,33.98,9477.9622,0,115315,0.4047,0.4068,145,142,169,21,22,11,0,11,173,29,169.8,125.7425,795.2759,0,3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
06037535901,CA01_SOUTH GATE,06037535901,CA,17,39603,"2,330:1",0,9846,26635,2701,8.56,67.98,6.89,19176,20006,48.94,51.06,0.71,95.99,99.29,4.01,48.83,51.17,9332,352,236,35,8792,1587,17.91,49.29,15390.5608,0,39182,0.1932,0.1533,13,13,7,2,4,3,0,1,18,1,15.4,33.1785,3014,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
06037206200,CA07_LOS ANGELES,06037206200,CA,30,15975,533:1,0,1804,22791,2446,2.26,84.28,9.05,19588,7453,72.44,27.56,30.64,37.54,69.36,62.46,65.11,34.89,3379,262,3747,55,1534,333,54.2,79.66,9227.7807,0,27041,0.2735,0.2387,25,25,35,3,5,4,0,1,8,3,28.8,92.4522,1081.64,0,22,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
06037408628,CA00_HACIENDA HEIGHTS,06037408628,CA,26,53614,"2,062:1",0,8763,35976,8131,6.42,68.05,15.38,25718,27152,48.64,51.36,1.46,40.37,98.54,59.63,63.71,36.29,10339,246,22959,87,13323,836,7.62,22.02,5268.8419,0,52870,0.2846,0.3227,25,25,24,5,1,0,0,1,46,7,31.4,47.2858,2114.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
06007003502,CA00_GRIDLEY,06007003502,CA,13,13516,"1,040:1",99.9,3254,9025,2061,7.56,62.94,14.37,7124,7216,49.68,50.32,0.72,36.94,99.28,63.06,28.18,71.82,2666,272,418,6,3409,436,17.98,42.02,71.1404,5947,14340,0.6072,0.5981,10,10,2,0,3,2,0,1,3,0,12,69.735,1434,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
06017031200,CA00_PLACERVILLE,06017031200,CA,41,60388,"1,473:1",57.5,10038,41038,11737,5.97,65.33,18.69,31113,31700,49.53,50.47,0.5,10.56,99.5,89.44,10.36,89.64,9390,962,575,79,16920,1093,9.51,23.34,58.8928,33892,62813,0.6476,0.66,35,35,55,4,6,6,0,0,34,9,39,55.7209,1794.6571,0,3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
06001437300,CA00_HAYWARD,06001437300,CA,134,137107,"1,023:1",0,30923,96739,14196,6.8,68.19,10.01,70448,71410,49.66,50.34,10.35,45.08,89.65,54.92,65.67,34.33,31132,1380,30034,4497,30920,2641,12.83,31.41,3903.7655,0,141858,0.3093,0.2857,131,130,194,28,3,2,0,1,46,5,164.6,92.3459,1082.8855,0,10,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
06017030402,CA00_SOUTH LAKE TAHOE,06017030402,CA,28,29286,"1,046:1",32.1,4860,22006,2980,5.49,73.73,9.98,15832,14014,53.05,46.95,0.79,24.49,99.21,75.51,21.17,78.83,5654,275,1348,56,7072,808,15.75,36.1,106.3066,2740,29846,0.6511,0.6723,23,23,38,3,5,3,2,0,22,6,26.8,77.0623,1297.6522,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
06023001101,CA00_ARCATA,06023001101,CA,33,21170,642:1,99.9,2736,18462,2334,3.79,78.45,9.92,11821,11711,50.23,49.77,1.58,9.97,98.42,90.03,16.85,83.15,6383,811,473,41,4340,522,24.34,42.69,31.4269,7529,23532,0.3875,0.4195,24,22,26,2,9,7,1,1,11,6,25.1,101.9888,980.5,0,5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
06023000600,CA00_EUREKA,06023000600,CA,67,71453,"1,066:1",90.7,11867,49141,9573,5.42,69.62,13.56,35341,35240,50.07,49.93,1.26,9.1,98.74,90.9,16.94,83.06,13595,2553,2146,253,17509,1892,15.8,37.85,333.9562,9186,70581,0.7545,0.7565,59,59,119,7,8,5,0,3,33,14,65.9,83.5919,1196.2881,0,10,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
06025011802,CA02_EL CENTRO,06025011802,CA,6,14795,"2,466:1",0,3466,9781,1487,8.75,66.38,10.09,7157,7577,48.57,51.43,1.93,72.3,98.07,27.7,32.42,67.58,3119,168,472,15,3763,287,9.51,27.72,1968.2831,150,14734,0.2608,0.2499,5,5,14,0,1,0,0,1,6,1,5,33.9351,2946.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
06029006007,CA00_TEHACHAPI,06029006007,CA,15,35912,"2,394:1",98.5,7358,29835,6011,6.33,69.06,13.91,24552,18652,56.83,43.17,3.8,23.16,96.2,76.84,20.51,79.49,6083,610,634,53,10050,949,11.9,30.49,34.7224,23007,43204,0.5284,0.5864,11,11,9,0,4,1,0,3,16,3,10.5,25.4606,3927.6364,0,3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
06073017501,CA00_ENCINITAS,06073017501,CA,132,133136,"1,009:1",0,27362,93283,18429,6.8,67.07,13.25,68046,71028,48.93,51.07,0.98,12.23,99.02,87.77,15.93,84.07,25796,555,8584,208,34784,2026,7.47,17,2389.6146,1049,139074,0.5348,0.5355,111,110,266,27,21,9,1,11,110,21,142,79.8136,1252.9189,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
06073010502,CA00_IMPERIAL BEACH,06073010502,CA,10,29422,"2,942:1",0,6020,20600,2867,6.62,69.86,9.72,14788,14699,50.15,49.85,4.25,48.71,95.75,51.29,37.73,62.27,6625,296,2168,205,7021,852,18.35,39.15,6184.6649,0,29487,0.2904,0.3083,10,10,3,0,0,0,0,0,3,3,9.9,33.9132,2948.7,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
06079011503,CA00_SAN LUIS OBISPO,06079011503,CA,106,84306,795:1,60.6,9919,74966,15080,3.33,74.99,15.09,54176,45789,54.19,45.81,3.37,15.29,96.63,84.71,16.93,83.07,20579,665,4534,131,19156,1058,20.44,35.07,168.0403,6992,99965,0.8466,0.8312,93,92,234,15,13,9,1,3,67,17,107.9,93.0326,1074.8925,0,5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
06085506802,CA03_SAN JOSE,06085506802,CA,263,180102,685:1,0,37169,124143,19805,6.83,68.54,10.93,89364,91753,49.34,50.66,3.36,24.97,96.64,75.03,39.61,60.39,37731,1535,34093,722,46684,2070,6.23,16.26,4677.2389,686,181117,0.227,0.1928,246,238,430,51,17,10,3,4,173,35,298.4,135.8238,736.248,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
06085508504,CA00_SUNNYVALE,06085508504,CA,70,135578,"1,937:1",0,27533,96525,13583,4.98,70.13,9.87,69884,67757,50.77,49.23,2.06,20.78,97.94,79.22,60.91,39.09,31268,694,59782,725,33983,1561,6.76,16.36,3439.7298,13,137641,0.2712,0.2576,64,64,51,3,6,2,0,4,114,19,82,46.4978,2150.6406,1,5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
06087100200,CA00_SANTA CRUZ,06087100200,CA,228,173953,763:1,0,26590,137122,22040,5,73.82,11.87,92457,93295,49.77,50.23,1.2,16.3,98.8,83.7,18.71,81.29,39218,1334,8704,300,41836,2116,11.25,25.11,561.4113,22197,185752,0.8357,0.8388,193,188,273,24,35,19,0,16,98,31,216.8,103.902,962.4456,0,12,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
06093000200,CA00_MACDOEL,06093000200,CA,0,1819,N/A,100,392,1250,313,7.01,63.94,16.01,1017,938,52.02,47.98,0.97,24.91,99.03,75.09,23.79,76.21,301,44,14,8,555,85,19.35,54.76,3.8942,1955,1955,0.3257,0.3196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
06093000600,CA01_FORT JONES,06093000600,CA,1,4934,"4,934:1",100,859,3361,1039,6.01,63.91,19.76,2730,2529,51.91,48.09,0.87,6.29,99.13,93.71,16.05,83.95,671,314,30,6,1454,120,14.51,35.49,3.6294,5259,5259,0.2466,0.2031,0,0,1,0,1,1,0,0,1,1,1.1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
06095251901,CA00_VALLEJO,06095251901,CA,179,125787,703:1,0,24284,87010,14960,6.47,68.92,11.85,61428,64826,48.65,51.35,20.99,22.28,79.01,77.72,64.6,35.4,25094,837,29935,1313,30199,3184,13.55,28.65,2674.9599,500,126254,0.5545,0.539,170,170,225,14,9,2,1,6,61,12,193.2,134.6492,742.6706,0,12,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
06045011500,CA00_UKIAH,06045011500,CA,60,41879,698:1,100,8285,27359,5633,6.76,66.28,13.65,20555,20722,49.8,50.2,0.77,27.82,99.23,72.18,27.46,72.54,7583,1838,976,70,10173,1153,15.76,41.2,54.692,11568,41277,0.8058,0.834,50,47,65,6,10,5,0,5,20,12,53.8,121.1328,825.54,0,5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
06053012700,CA02_MONTEREY,06053012700,CA,77,44300,575:1,0,5402,32501,9555,3.8,68.48,20.13,23016,24442,48.5,51.5,1.96,11.94,98.04,88.06,18.55,81.45,8835,248,3365,136,11455,589,9.01,21.62,2537.7739,442,47458,0.4563,0.4658,65,63,168,13,12,4,0,8,63,9,77.8,136.9632,730.1231,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
06053014500,CA00_SALINAS,06053014500,CA,160,219084,"1,369:1",28.7,56090,158780,19346,7.53,67.79,8.26,123028,111188,52.53,47.47,3.03,66.43,96.97,33.57,49.91,50.09,48499,2889,14159,932,49355,6345,15.87,42.77,356.2582,15947,234216,0.8083,0.8272,132,127,206,21,28,17,0,11,101,22,154.3,56.3582,1774.3636,7,11,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
06059099251,CA00_FOUNTAIN VALLEY,06059099251,CA,106,39655,374:1,0,6698,26864,6342,6.41,67.32,15.89,19410,20494,48.64,51.36,1.28,16.43,98.72,83.57,47.43,52.57,7903,172,13790,157,10158,553,5.83,19.38,5854.8323,0,39904,0.2391,0.2039,96,96,192,26,10,5,1,4,55,10,125.4,240.5774,415.6667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
06065041409,CA01_RIVERSIDE,06065041409,CA,126,276784,"2,197:1",0,70136,198052,21585,8.61,68.35,7.45,145520,144253,50.22,49.78,6.63,41.34,93.37,58.66,41.84,58.16,63725,2123,34465,1000,65131,3604,7.62,21.11,1883.3621,1013,289773,0.4748,0.4761,94,93,105,8,32,15,1,16,106,13,105,32.4392,3082.6915,1,3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
06065042513,CA02_MORENO VALLEY,06065042513,CA,5,15822,"3,164:1",0,4673,11020,808,9.05,66.78,4.9,8072,8429,48.92,51.08,16.78,59.4,83.22,40.6,61.74,38.26,4066,183,1261,121,3359,831,24.64,54.32,5465.1732,0,16501,0.1998,0.1911,4,4,9,2,1,1,0,0,14,0,6,24.241,4125.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
06001401300,CA01_OAKLAND,06001401300,CA,607,364246,600:1,0,60700,265388,46265,4.91,71.27,12.43,178591,193762,47.96,52.04,22.11,18.51,77.89,81.49,51.47,48.53,85408,2085,49209,1853,80558,8136,14.45,30.53,6378.6415,9,372353,0.4896,0.4499,547,540,891,74,60,18,3,39,241,51,681.9,146.9036,680.7185,0,22,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
06001407200,CA03_OAKLAND,06001407200,CA,28,13038,466:1,0,3652,10935,1258,6.83,69.01,7.94,8360,7485,52.76,47.24,10.12,67.31,89.88,32.69,69.2,30.8,3538,368,1926,46,2498,602,29.52,57.48,13912.6478,0,15845,0.3136,0.3121,24,22,6,3,4,3,1,0,13,0,28.1,151.4673,660.2083,0,14,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
06013343002,CA00_WALNUT CREEK,06013343002,CA,320,161751,505:1,0,28209,108723,26702,6.46,66.44,16.32,79120,84514,48.35,51.65,1.59,9.14,98.41,90.86,20.89,79.11,28675,466,19049,304,43787,910,3.88,10.73,1542.3787,761,163634,0.5946,0.6056,297,295,688,62,23,5,3,15,197,35,369.1,181.5026,550.9562,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
06013329000,CA00_CONCORD,06013329000,CA,226,175802,778:1,0,33761,128102,20533,6,70.23,11.26,90660,91736,49.71,50.29,3.96,28.1,96.04,71.9,34.9,65.1,36902,1279,21032,1108,44253,2891,10.35,25.46,2466.8727,194,182396,0.4761,0.4884,218,206,205,14,8,2,0,6,106,20,257,119.5202,836.6789,0,25,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
06013372000,CA00_RICHMOND,06013372000,CA,108,106580,987:1,0,24951,76211,10433,6.98,68.29,9.35,54528,57067,48.86,51.14,24.65,47.24,75.35,52.76,69.29,30.71,25460,759,13453,621,24331,3933,18.75,42.22,5435.9544,38,111595,0.4363,0.4632,98,98,108,14,10,6,1,3,37,6,116.8,87.8176,1138.7245,0,9,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
06015000104,CA00_CRESCENT CITY,06015000104,CA,30,25170,839:1,99.8,4988,19749,3873,6,69.03,13.54,15907,12703,55.6,44.4,3.47,17.8,96.53,82.2,26.26,73.74,4313,2244,965,32,6062,1026,21.95,41.82,28.4288,9634,28610,0.7829,0.7944,23,21,22,2,7,5,0,2,10,4,25,80.3915,1243.913,0,3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
06019008401,CA00_FIREBAUGH,06019008401,CA,10,20521,"2,052:1",100,6166,14302,1226,8.85,65.93,5.65,11688,10006,53.88,46.12,0.9,92.6,99.1,7.4,43.77,56.23,4585,294,138,7,4419,1601,39.55,76.57,28.8328,3202,21694,0.4101,0.3712,6,6,0,0,4,2,0,2,2,0,6,27.6574,3615.6667,0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
06019006603,CA00_REEDLEY,06019006603,CA,31,49723,"1,604:1",93.7,14108,33545,5315,8.74,63.33,10.03,27082,25886,51.13,48.87,0.72,70.65,99.28,29.35,41.52,58.48,10704,819,1399,24,11440,2641,27.63,57.41,54.4365,14856,52968,0.3679,0.3548,24,23,9,2,7,3,1,3,12,2,25,45.3104,2207,0,7,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
06019007004,CA00_SELMA,06019007004,CA,21,29559,"1,408:1",20.6,7870,19504,3183,8.61,63.83,10.42,15441,15116,50.53,49.47,1.16,73.85,98.84,26.15,44.71,55.29,6305,587,1690,12,6770,1308,22.08,51.69,382.8288,6188,30557,0.5164,0.5177,18,17,15,2,3,2,0,1,13,1,22,58.9063,1697.6111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
06029003900,CA00_SHAFTER,06029003900,CA,18,41959,"2,331:1",85.4,13468,35087,2895,8.19,68.2,5.63,29834,21616,57.99,42.01,4.92,77.34,95.08,22.66,52.64,47.36,9691,572,353,37,9641,2077,24.21,60.1,46.5942,7863,51450,0.5993,0.5488,14,14,3,1,4,2,0,2,12,2,15,27.2109,3675,0,5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
06001403000,CA02_OAKLAND,06001403000,CA,191,103643,543:1,0,18554,79211,12356,5.06,71.93,11.22,55007,55114,49.95,50.05,26.03,21.8,73.97,78.2,78.51,21.49,25907,944,37405,432,20985,4719,24.4,51.97,9187.2326,0,110121,0.5842,0.6149,177,174,191,19,14,8,1,5,77,10,233.7,160.7323,622.1525,0,33,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
06037533806,CA00_BELL GARDENS,06037533806,CA,10,42707,"4,271:1",0,12319,28952,2019,9.79,66.88,4.66,21680,21610,50.08,49.92,0.88,96.31,99.12,3.69,51.22,48.78,10446,510,217,41,8834,2082,23.69,60.91,18517.2442,0,43290,0.1684,0.1868,9,9,3,1,1,0,0,1,7,2,10,20.79,4810,0,4,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
06037572202,CA00_LONG BEACH,06037572202,CA,567,678589,"1,197:1",0,146165,479943,63978,7.22,69.55,9.27,337001,353085,48.83,51.17,13.04,43.81,86.96,56.19,53.91,46.09,161065,5253,86914,7341,150656,20271,16.69,38.66,8958.361,0,690086,0.6476,0.6402,486,468,773,76,81,36,0,45,291,52,578.9,70.426,1419.93,0,22,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
06037183701,CA06_LOS ANGELES,06037183701,CA,17,29266,"1,722:1",0,6304,20255,2296,7.38,70.2,7.96,14234,14621,49.33,50.67,2.54,76.46,97.46,23.54,51.61,48.39,6870,369,2439,22,6405,807,15.72,46.5,15247.8063,0,28855,0.1741,0.2204,12,12,5,0,5,3,0,2,5,2,11.8,41.5872,2404.5833,2,3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
06037609900,CA00_SAN PEDRO,06037609900,CA,58,137655,"2,373:1",0,30276,92321,15494,7.27,66.86,11.22,68792,69299,49.82,50.18,5.12,60.96,94.88,39.04,44,56,28991,1439,6429,809,32141,5222,18.71,43.09,5510.0974,0,138091,0.4773,0.4489,49,49,76,9,9,5,0,4,47,12,60.5,35.4838,2818.1837,0,6,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
06037207103,CA05_LOS ANGELES,06037207103,CA,77,130858,"1,699:1",0,25334,90495,14574,6.77,69.4,11.18,64718,65685,49.63,50.37,2.05,65.44,97.95,34.56,59.76,40.24,30035,1514,29611,93,28079,6013,23.46,53.39,9715.3224,0,130403,0.4403,0.5108,54,54,61,3,23,13,1,9,31,1,65.1,41.4101,2414.8704,0,11,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
